IR_Wavelength_1,IR_Wavelength_2,IR_Wavelength_3,IR_Wavelength_4,IR_Wavelength_5,IR_Wavelength_6,IR_Wavelength_7,IR_Wavelength_8,IR_Wavelength_9,IR_Wavelength_10,IR_Wavelength_11,IR_Wavelength_12,IR_Wavelength_13,IR_Wavelength_14,IR_Wavelength_15,Material_Type
1269847,2131937,3620170,6212207,6381478,3915349,1579979,1023262,1580448,2774335,4883685,6300835,5153853,2764921,1331215,PP
1276410,2154748,3592598,6036425,6235653,3929819,1558614,1020449,1589546,2764756,4781344,6130958,5083983,2758135,1314944,PP
1285660,2123014,3548175,5962296,6322335,3813752,1508793,955805,1576462,2723998,4712512,6137474,5071867,2673464,1249185,PP
1276878,2110306,3528914,5972890,6113161,3723151,1471749,911411,1564033,2704803,4708588,6041913,4923184,2610784,1212309,PP
1247973,2223065,3751156,6337966,6470313,3810254,1603740,957677,1621120,2904232,5068191,6455308,5154971,2730649,1321984,PP
1283222,2120659,3557242,5986789,6226629,3999398,1536217,1005664,1573562,2728080,4733371,6104978,5114413,2779934,1290574,PP
1320268,2258021,3728658,6042356,6111706,3608019,1543441,924828,1649360,2870288,4840366,6074482,4862191,2589858,1257919,PP
1315256,2237857,3709371,6079733,6135924,3642872,1507800,906379,1639708,2853785,4851248,6105670,4891486,2588603,1229513,PP
1303577,2147182,3612204,6125977,6321574,3971192,1490321,930241,1594043,2764691,4827419,6225398,5152319,2743308,1232786,PP
1329994,2268413,3749989,6065596,6125289,3600514,1544322,926122,1659427,2886289,4863456,6093302,4865181,2585677,1258395,PP
1295667,2148750,3596710,6025894,6055225,3623589,1490356,907712,1594197,2762493,4772791,6044059,4846558,2568198,1219570,PP
1342504,2287652,3824018,6224500,6316559,3778661,1587571,971699,1677043,2934172,4981545,6268080,5048306,2694956,1301997,PP
1304525,2181576,3628779,5970943,6064800,3539231,1499100,934309,1608729,2787610,4757177,6012862,4800602,2528123,1235054,PP
1263475,2150142,3596311,6037143,6239128,3944618,1570038,1024617,1583080,2765680,4785666,6133046,5094715,2772849,1323940,PP
1267550,2117683,3527828,5990452,6144574,3668817,1488432,929907,1563779,2708996,4717226,6060775,4904659,2590328,1230678,PP
1264852,2109237,3556574,6018509,6212222,3955660,1540772,1014351,1560235,2722908,4751334,6117171,5089035,2763061,1300902,PP
1300372,2257610,3780591,6225548,6300352,3594552,1569952,917646,1644945,2900002,4959451,6262200,4950010,2594115,1267366,PP
1290451,2119103,3528167,5937486,6047984,3688104,1461090,939007,1574891,2711873,4693481,5992230,4871699,2586647,1221752,PP
1265188,2153145,3575456,5973665,6118219,3787113,1561735,1000825,1581603,2754027,4741453,6049810,4950087,2685393,1313003,PP
